60.0,0.5644497562631172,41.0,0.4802892150056238,NaN,NaN,36.0,91.0,83.0,0.615761286212491,
75.0,0.8077772185812431,63.0,0.3470245138258937,NaN,NaN,26.0,99.0,24.0,0.09688891670367916,
80.0,0.16957358489651542,80.0,0.7110575732446319,NaN,NaN,73.0,91.0,22.0,0.3318712275871327,
43.0,0.6396400591286506,47.0,0.8717858169356991,NaN,NaN,84.0,68.0,13.0,0.5120135628985463,
11.0,0.9488207098085338,63.0,0.39069504217521345,NaN,NaN,35.0,78.0,28.0,0.9753401419255024,
62.0,0.27656030453081504,39.0,0.42246386729984853,NaN,NaN,97.0,92.0,43.0,0.19492674807872057,
94.0,0.16547346462820678,87.0,0.31800546196673785,NaN,NaN,78.0,11.0,91.0,0.2627142218785855,
57.0,0.6768800092267131,53.0,0.808778661580116,NaN,NaN,94.0,53.0,28.0,0.06960916952084972,
92.0,0.3164304638222972,47.0,0.6071783706535732,NaN,NaN,2.0,37.0,19.0,0.6257569550795565,
39.0,0.5897176461122683,6.0,0.9121344224170771,NaN,NaN,71.0,3.0,9.0,0.884355543554542,
31.0,0.05637316507813672,64.0,0.03875476311907622,NaN,NaN,58.0,83.0,71.0,0.9637338889488687,
57.0,0.25221811323361154,53.0,0.42391762909597186,NaN,NaN,19.0,70.0,68.0,0.2900471005172861,
13.0,0.5973653820913599,22.0,0.5713919895740087,NaN,NaN,0.0,88.0,95.0,0.5153289848334989,
85.0,0.32201495912234857,39.0,0.6203373153342784,NaN,NaN,23.0,54.0,39.0,0.6179133070855487,
33.0,0.20115819814581126,82.0,0.7503189874339496,NaN,NaN,70.0,5.0,43.0,0.28028122426930846,
62.0,0.1748196325677367,76.0,0.907422365522788,NaN,NaN,23.0,69.0,35.0,0.8490268441602794,
23.0,0.252332115734783,87.0,0.2025021938153898,NaN,NaN,78.0,99.0,21.0,0.6741910334314544,
47.0,0.23050462224487756,16.0,0.7082717061886927,NaN,NaN,22.0,50.0,4.0,0.3821855023441926,
95.0,0.5341467480138401,82.0,0.4696328786148136,NaN,NaN,10.0,89.0,87.0,0.11937750701814265,
5.0,0.6513938179639833,0.0,0.09715562694401902,NaN,NaN,24.0,30.0,90.0,0.8174298932302168,
0.0,0.8411912652967397,6.0,0.6774690622626764,NaN,NaN,45.0,70.0,12.0,0.39864007870283047,
2.0,0.6395153303563335,97.0,0.1085756225910256,NaN,NaN,89.0,10.0,54.0,0.452803015675296,
89.0,0.3096240478261556,93.0,0.7907236421445253,NaN,NaN,11.0,93.0,72.0,0.47127437647887294,
81.0,0.6998275575074039,73.0,0.4713803999931824,NaN,NaN,95.0,56.0,48.0,0.2748389226489446,
72.0,0.42364659737215193,31.0,0.7681131747994275,NaN,NaN,84.0,46.0,38.0,0.20098524291289088,
3.0,0.38381772504832445,86.0,0.7211143857528804,NaN,NaN,42.0,63.0,7.0,0.5599353978599703,
58.0,0.34656428381311666,14.0,0.9855694898901377,NaN,NaN,63.0,58.0,93.0,0.0017323087979927987,
52.0,0.4501247791351105,26.0,0.9763763328387608,NaN,NaN,91.0,18.0,51.0,0.8376149017054361,
77.0,0.640265695868544,0.0,0.3389464410660278,NaN,NaN,26.0,56.0,6.0,0.36208162726837734,
6.0,0.47411693030903035,49.0,0.4987316918174336,NaN,NaN,10.0,47.0,61.0,0.3841908268528287,
3.0,0.7455091640359299,73.0,0.3935810849864426,NaN,NaN,35.0,53.0,14.0,0.682628774002087,
66.0,0.836070954652239,67.0,0.3100605521259774,NaN,NaN,58.0,11.0,2.0,0.6890551266640615,
29.0,0.3405109766368686,60.0,0.8042834723421802,NaN,NaN,6.0,52.0,70.0,0.8940979971823242,
68.0,0.6501665152750168,74.0,0.7210894175030276,NaN,NaN,84.0,8.0,28.0,0.013998603218489336,
61.0,0.8253346981532842,98.0,0.6743498677371597,NaN,NaN,17.0,68.0,97.0,0.7925902136097216,
41.0,0.9931128451341229,86.0,0.20122617768070117,NaN,NaN,29.0,25.0,53.0,0.28837580559643694,
94.0,0.17672841776128168,97.0,0.9044015743200426,NaN,NaN,90.0,3.0,55.0,0.5705240874677268,
68.0,0.780363942837457,63.0,0.8817613743484523,NaN,NaN,30.0,95.0,90.0,0.8712224809825975,
98.0,0.6320226891793977,32.0,0.8655156855438036,NaN,NaN,38.0,19.0,3.0,0.9880298788318526,
50.0,0.7678756871681902,5.0,0.07307918827499571,NaN,NaN,85.0,40.0,41.0,0.41695012026805345,
2.0,0.7169156647673836,45.0,0.6231694729532676,NaN,NaN,20.0,72.0,60.0,0.47881564793383957,
74.0,0.7622312142904244,15.0,0.839643894769413,NaN,NaN,34.0,94.0,10.0,0.915513276951927,
1.0,0.14002495390112646,71.0,0.25965532638759015,NaN,NaN,82.0,42.0,71.0,0.9250174276759158,
5.0,0.8078876668420661,76.0,0.42010827244610494,NaN,NaN,85.0,82.0,16.0,0.5246643838318844,
12.0,0.1708118415022516,86.0,0.8579026182279292,NaN,NaN,34.0,42.0,25.0,0.3298457182643243,
43.0,0.3442479838193242,6.0,0.9856950082950845,NaN,NaN,37.0,74.0,77.0,0.8265768485613721,
9.0,0.5735356864526109,68.0,0.20057298287565373,NaN,NaN,34.0,12.0,0.0,0.31363066302858944,
78.0,0.969900541591397,77.0,0.65146169247213,NaN,NaN,71.0,99.0,85.0,0.3371281706166551,
79.0,0.9261670575362404,2.0,0.1961813838518861,NaN,NaN,97.0,90.0,72.0,0.2608663337033048,
10.0,0.2705627521067382,74.0,0.07673956729029996,NaN,NaN,39.0,82.0,29.0,0.7033576929429624,
83.0,0.41104291575297436,67.0,0.556520704177306,NaN,NaN,91.0,47.0,67.0,0.08688964308177993,
19.0,0.7969240572131189,77.0,0.06290682266224779,NaN,NaN,78.0,78.0,47.0,0.278121835938982,
9.0,0.614155202195682,13.0,0.14238475504292425,NaN,NaN,83.0,70.0,58.0,0.575927393484964,
76.0,0.4257035067353696,50.0,0.20812826366676207,NaN,NaN,10.0,32.0,49.0,0.6829768277257104,
20.0,0.49598525249315994,55.0,0.9663129055403689,NaN,NaN,2.0,90.0,53.0,0.7895053238191464,
80.0,0.03978753203960905,1.0,0.08358805002003233,NaN,NaN,78.0,16.0,93.0,0.924524960147497,
34.0,0.6367724793974949,89.0,0.4821335876143966,NaN,NaN,13.0,40.0,31.0,0.2565227335824226,
23.0,0.2374458694200724,47.0,0.0506736825266666,NaN,NaN,81.0,47.0,10.0,0.5188393870987571,
73.0,0.7899351469217545,16.0,0.524418406383714,NaN,NaN,45.0,72.0,73.0,0.42758833088858084,
42.0,0.3362342515448883,57.0,0.4660071885821895,NaN,NaN,27.0,64.0,12.0,0.056817356171272704,
72.0,0.9502590297100695,44.0,0.6659073298534665,NaN,NaN,22.0,7.0,50.0,0.49781291042555154,
48.0,0.45866083502428423,76.0,0.15956455991078533,NaN,NaN,13.0,33.0,59.0,0.18828161509561092,
